node_name,process_name,total_start,firststart,laststart,total_fail,firstfail,lastfail
fm57-c03a,Rms-node-run,21,2022-12-14 19:57:05.562931,2022-12-14 20:49:40.777709,15,2022-12-14 20:02:17.181553,2022-12-14 20:49:40.809794
fm57-c03a,GuiDisplaySec-run,28,2022-12-14 19:57:05.573732,2022-12-14 20:49:56.379519,22,2022-12-14 20:02:23.977090,2022-12-14 20:49:56.428368
fm57-c03a,GuiDisplay-run,30,2022-12-14 19:57:05.601621,2022-12-14 20:49:58.750201,24,2022-12-14 20:02:22.859154,2022-12-14 20:49:59.912135
fm57-c07b,durability,1,2022-12-14 19:57:07.712921,2022-12-14 19:57:07.712921,1,2022-12-14 21:26:37.045683,2022-12-14 21:26:37.045683
fm57-c04b,durability,1,2022-12-14 19:57:10.829555,2022-12-14 19:57:10.829555,1,2022-12-14 21:26:53.302556,2022-12-14 21:26:53.302556
fm57-c07b,ospl,1,2022-12-14 19:57:07.640263,2022-12-14 19:57:07.640263,1,2022-12-14 21:26:55.895908,2022-12-14 21:26:55.895908
fm57-c07b,spliced,1,2022-12-14 19:57:07.672133,2022-12-14 19:57:07.672133,1,2022-12-14 21:26:55.918095,2022-12-14 21:26:55.918095
fm57-c04b,ospl,1,2022-12-14 19:57:10.762495,2022-12-14 19:57:10.762495,1,2022-12-14 21:27:11.455546,2022-12-14 21:27:11.455546
fm57-c04b,spliced,1,2022-12-14 19:57:10.798664,2022-12-14 19:57:10.798664,1,2022-12-14 21:27:11.479735,2022-12-14 21:27:11.479735
fm57-c08b,durability,1,2022-12-14 19:57:10.797527,2022-12-14 19:57:10.797527,1,2022-12-14 21:28:02.323999,2022-12-14 21:28:02.323999
fm57-c08b,spliced,1,2022-12-14 19:57:10.765445,2022-12-14 19:57:10.765445,1,2022-12-14 21:28:21.205905,2022-12-14 21:28:21.205905
fm57-c08b,ospl,1,2022-12-14 19:57:10.725277,2022-12-14 19:57:10.725277,1,2022-12-14 21:28:21.216882,2022-12-14 21:28:21.216882
fm57-c03b,durability,1,2022-12-14 19:57:07.371950,2022-12-14 19:57:07.371950,1,2022-12-14 21:28:28.310004,2022-12-14 21:28:28.310004
fm57-c03b,Rms-node-run,3,2022-12-14 19:57:07.274944,2022-12-14 21:28:38.186680,3,2022-12-14 21:28:25.025432,2022-12-14 21:28:39.324196
fm57-c03b,spliced,1,2022-12-14 19:57:07.335296,2022-12-14 19:57:07.335296,1,2022-12-14 21:29:00.559738,2022-12-14 21:29:00.559738
fm57-c03b,ospl,1,2022-12-14 19:57:07.297485,2022-12-14 19:57:07.297485,1,2022-12-14 21:29:00.570789,2022-12-14 21:29:00.570789
fm57-c01b,durability,1,2022-12-14 19:57:05.688225,2022-12-14 19:57:05.688225,1,2022-12-14 21:30:16.007962,2022-12-14 21:30:16.007962
fm57-c06b,durability,1,2022-12-14 19:57:05.492309,2022-12-14 19:57:05.492309,1,2022-12-14 21:30:26.294352,2022-12-14 21:30:26.294352
fm57-c01b,ospl,1,2022-12-14 19:57:05.552076,2022-12-14 19:57:05.552076,1,2022-12-14 21:30:33.011933,2022-12-14 21:30:33.011933
fm57-c01b,spliced,1,2022-12-14 19:57:05.621798,2022-12-14 19:57:05.621798,1,2022-12-14 21:30:33.028583,2022-12-14 21:30:33.028583
fm57-c06b,ospl,1,2022-12-14 19:57:05.429987,2022-12-14 19:57:05.429987,1,2022-12-14 21:30:41.861276,2022-12-14 21:30:41.861276
fm57-c06b,spliced,1,2022-12-14 19:57:05.460138,2022-12-14 19:57:05.460138,1,2022-12-14 21:30:41.881544,2022-12-14 21:30:41.881544
fm57-c09b,durability,1,2022-12-14 19:57:10.394016,2022-12-14 19:57:10.394016,1,2022-12-14 21:41:35.145139,2022-12-14 21:41:35.145139
fm57-c09b,spliced,1,2022-12-14 19:57:10.354361,2022-12-14 19:57:10.354361,1,2022-12-14 21:41:52.903066,2022-12-14 21:41:52.903066
fm57-c09b,ospl,1,2022-12-14 19:57:10.315233,2022-12-14 19:57:10.315233,1,2022-12-14 21:41:52.913630,2022-12-14 21:41:52.913630
fm57-c04b,Rms-node-run,3,2022-12-14 19:57:10.852815,2022-12-14 21:43:07.106782,3,2022-12-14 21:26:49.952541,2022-12-14 21:43:08.213031
fm57-c01b,Rms-node-run,3,2022-12-14 19:57:05.514524,2022-12-14 21:48:22.776768,3,2022-12-14 21:30:13.483153,2022-12-14 21:48:23.969718
