node_name,process_name,total_start,firststart,laststart,total_fail,firstfail,lastfail
fm57-03,Rms-node-run,4,2022-12-14 16:26:18.292923,2022-12-14 17:36:35.270556,2,2022-12-14 16:26:20.435891,2022-12-14 17:36:35.292494
fm57-04,Rms-node-run,4,2022-12-14 16:26:17.285878,2022-12-14 17:36:36.276596,2,2022-12-14 16:26:19.614514,2022-12-14 17:36:36.428461
fm57-08,Rms-node-run,4,2022-12-14 16:26:16.926240,2022-12-14 17:36:37.079781,2,2022-12-14 16:26:18.523933,2022-12-14 17:36:37.373385
fm57-11,Kinematics-remote-run,2,2022-12-14 16:26:20.405949,2022-12-14 17:36:35.556625,2,2022-12-14 16:26:21.587889,2022-12-14 17:36:37.983958
fm57-c04a,GuiDisplaySec-run,8,2022-12-14 16:28:00.533577,2022-12-14 17:36:38.692833,6,2022-12-14 16:28:01.648184,2022-12-14 17:36:38.747922
fm57-01,Rms-node-run,4,2022-12-14 16:26:18.367389,2022-12-14 17:36:38.758919,2,2022-12-14 16:26:20.858181,2022-12-14 17:36:38.981737
fm57-06,Rms-controller-run,2,2022-12-14 16:26:20.881521,2022-12-14 17:36:40.173376,2,2022-12-14 16:26:21.968899,2022-12-14 17:36:41.265664
fm57-05,Esm-control-run,2,2022-12-14 16:26:24.021327,2022-12-14 17:36:40.320372,2,2022-12-14 16:26:25.140329,2022-12-14 17:36:41.431784
fm57-c04a,GuiDisplay-run,9,2022-12-14 16:27:59.402263,2022-12-14 17:36:41.013112,7,2022-12-14 16:28:00.545686,2022-12-14 17:36:42.129987
fm57-06,NavigationAid-persistent-run,2,2022-12-14 16:26:21.967537,2022-12-14 17:36:41.264123,2,2022-12-14 16:26:23.054493,2022-12-14 17:36:42.366899
fm57-05,Simulation-remote-run,2,2022-12-14 16:26:25.114544,2022-12-14 17:36:41.412335,2,2022-12-14 16:26:26.234401,2022-12-14 17:36:42.522370
fm57-c01a,GuiDisplaySec-run,9,2022-12-14 16:26:17.195405,2022-12-14 17:36:41.740606,7,2022-12-14 16:26:18.267636,2022-12-14 17:36:42.862977
fm57-t01,GuiDisplay-run,9,2022-12-14 16:28:28.581254,2022-12-14 17:36:41.820579,7,2022-12-14 16:28:29.643084,2022-12-14 17:36:42.891603
fm57-06,Logger-run,2,2022-12-14 16:26:23.052996,2022-12-14 17:36:42.365454,2,2022-12-14 16:26:24.131562,2022-12-14 17:36:43.452343
fm57-05,Vigilance-run,2,2022-12-14 16:26:26.214441,2022-12-14 17:36:42.503255,2,2022-12-14 16:26:27.435641,2022-12-14 17:36:43.719298
fm57-c01a,GuiDisplay-run,9,2022-12-14 16:26:14.928222,2022-12-14 17:36:42.854195,7,2022-12-14 16:26:17.209749,2022-12-14 17:36:43.946801
fm57-11,ShipdataCalculator-run,6,2022-12-14 16:26:19.299864,2022-12-14 17:36:44.291267,4,2022-12-14 16:26:20.485033,2022-12-14 17:36:44.362838
fm57-05,ThreatManager-run,2,2022-12-14 16:26:27.411229,2022-12-14 17:36:43.597006,2,2022-12-14 16:26:28.534665,2022-12-14 17:36:44.816838
fm57-c04b,GuiRootPanel-run,6,2022-12-14 16:28:28.284137,2022-12-14 17:36:45.454706,4,2022-12-14 16:28:29.428244,2022-12-14 17:36:45.491237
fm57-c02a,GuiDisplaySec-run,8,2022-12-14 16:26:42.227987,2022-12-14 17:36:46.427980,6,2022-12-14 16:26:43.383389,2022-12-14 17:36:46.486018
fm57-05,NavigationAid-run,2,2022-12-14 16:26:29.610685,2022-12-14 17:36:45.888989,2,2022-12-14 16:26:30.709913,2022-12-14 17:36:46.985379
fm57-07,Logger-run,6,2022-12-14 16:26:19.733253,2022-12-14 17:36:46.975842,4,2022-12-14 16:26:20.843352,2022-12-14 17:36:46.985720
fm57-c03b,GuiRootPanel-run,6,2022-12-14 16:27:41.178403,2022-12-14 17:36:47.208388,4,2022-12-14 16:27:42.310469,2022-12-14 17:36:47.252446
fm57-07,NavigationAid-persistent-run,6,2022-12-14 16:26:18.635725,2022-12-14 17:36:48.026516,4,2022-12-14 16:26:19.734763,2022-12-14 17:36:48.030421
fm57-c01b,GuiSoundWarnings-run,8,2022-12-14 16:27:52.272774,2022-12-14 17:36:48.035820,6,2022-12-14 16:27:53.544692,2022-12-14 17:36:48.056948
fm57-07,Rms-controller-run,5,2022-12-14 16:26:17.546156,2022-12-14 17:36:49.068784,3,2022-12-14 16:26:18.637326,2022-12-14 17:36:49.069561
fm57-c02a,GuiDisplay-run,8,2022-12-14 16:26:41.110617,2022-12-14 17:36:48.766231,6,2022-12-14 16:26:42.280299,2022-12-14 17:36:49.904861
fm57-c04b,GuiSoundWarnings-run,10,2022-12-14 16:28:29.414818,2022-12-14 17:36:50.006736,8,2022-12-14 16:28:30.537335,2022-12-14 17:36:50.017305
fm57-06,Aisinterface-nmea-run,6,2022-12-14 16:26:19.796032,2022-12-14 17:36:50.250413,4,2022-12-14 16:26:20.883517,2022-12-14 17:36:50.254560
fm57-c02b,GuiRootPanel-run,6,2022-12-14 16:27:04.398720,2022-12-14 17:36:50.751745,4,2022-12-14 16:27:05.871743,2022-12-14 17:36:50.873095
fm57-10,NavigationAid-run,6,2022-12-14 16:26:25.713404,2022-12-14 17:36:52.386104,4,2022-12-14 16:26:26.858719,2022-12-14 17:36:52.540388
fm57-03,Linker-run,6,2022-12-14 16:26:29.055557,2022-12-14 17:36:52.966380,4,2022-12-14 16:26:30.243738,2022-12-14 17:36:53.040912
fm57-04,Esm-control-run,6,2022-12-14 16:26:26.300675,2022-12-14 17:36:53.221320,4,2022-12-14 16:26:27.547799,2022-12-14 17:36:53.411274
fm57-10,GuiWarnings-run,6,2022-12-14 16:26:23.375196,2022-12-14 17:36:53.648853,4,2022-12-14 16:26:25.779394,2022-12-14 17:36:53.783971
fm57-03,Tracker-run,8,2022-12-14 16:26:25.795187,2022-12-14 17:36:54.296013,6,2022-12-14 16:26:26.882449,2022-12-14 17:36:54.351014
fm57-05,Kinematics-remote-run,6,2022-12-14 16:26:21.651712,2022-12-14 17:36:54.393971,4,2022-12-14 16:26:24.041125,2022-12-14 17:36:54.441100
fm57-04,Tracker-run,8,2022-12-14 16:26:25.102162,2022-12-14 17:36:54.540355,6,2022-12-14 16:26:26.343148,2022-12-14 17:36:54.719629
fm57-10,ThreatManager-run,6,2022-12-14 16:26:22.230767,2022-12-14 17:36:54.872266,4,2022-12-14 16:26:23.541332,2022-12-14 17:36:55.009877
fm57-03,Radar-plotter-run,8,2022-12-14 16:26:23.608611,2022-12-14 17:36:55.519251,6,2022-12-14 16:26:24.710744,2022-12-14 17:36:55.539212
fm57-05,HistoricalRecord-run,6,2022-12-14 16:26:20.575633,2022-12-14 17:36:55.553811,4,2022-12-14 16:26:21.889533,2022-12-14 17:36:55.605017
fm57-04,Radar-plotter-run,8,2022-12-14 16:26:22.827781,2022-12-14 17:36:56.062335,6,2022-12-14 16:26:25.198024,2022-12-14 17:36:56.224328
fm57-10,Vigilance-run,6,2022-12-14 16:26:20.976159,2022-12-14 17:36:56.170650,4,2022-12-14 16:26:22.295010,2022-12-14 17:36:56.294138
fm57-05,NavigationAid-garbage-run,6,2022-12-14 16:26:28.514621,2022-12-14 17:36:56.759969,4,2022-12-14 16:26:29.634114,2022-12-14 17:36:56.780520
fm57-10,Simulation-remote-run,6,2022-12-14 16:26:19.880789,2022-12-14 17:36:57.379982,4,2022-12-14 16:26:21.152851,2022-12-14 17:36:57.444638
fm57-02,Radar-osiris-run,19,2022-12-14 16:26:22.081296,2022-12-14 17:37:01.193113,19,2022-12-14 16:26:23.332875,2022-12-14 17:37:02.454394
fm57-01,Radar-osiris-run,20,2022-12-14 16:26:24.096566,2022-12-14 17:37:03.083054,20,2022-12-14 16:26:25.332006,2022-12-14 17:37:04.453659
fm57-c03b,GuiSoundWarnings-run,10,2022-12-14 16:27:42.296669,2022-12-14 17:37:18.649029,8,2022-12-14 16:27:43.431648,2022-12-14 17:37:18.663173
fm57-c06a,GuiDisplaySec-run,23,2022-12-14 16:28:49.914736,2022-12-14 17:36:59.178581,22,2022-12-14 16:28:51.039685,2022-12-14 17:42:18.668322
fm57-c06a,GuiDisplay-run,24,2022-12-14 16:28:48.789846,2022-12-14 17:36:59.169798,23,2022-12-14 16:28:49.935073,2022-12-14 17:42:18.686098
fm57-c06a,Rms-node-run,10,2022-12-14 16:28:43.350196,2022-12-14 17:36:44.899760,9,2022-12-14 16:28:44.476812,2022-12-14 17:42:18.699948
fm57-c06b,GuiSoundWarnings-run,6,2022-12-14 16:30:24.795006,2022-12-14 17:37:11.152036,5,2022-12-14 16:30:25.905127,2022-12-14 17:42:21.208889
fm57-c06b,Rms-node-run,6,2022-12-14 16:30:14.838908,2022-12-14 17:36:56.690310,5,2022-12-14 16:30:15.950823,2022-12-14 17:42:23.491856
fm57-c06b,GuiRootPanel-run,6,2022-12-14 16:30:22.573969,2022-12-14 17:37:12.299405,5,2022-12-14 16:30:23.683279,2022-12-14 17:42:23.504967
fm57-c07a,GuiDisplaySec-run,118,2022-12-14 16:28:57.716577,2022-12-14 17:37:00.740385,116,2022-12-14 16:28:58.901591,2022-12-14 17:42:28.041943
fm57-c07a,GuiDisplay-run,124,2022-12-14 16:28:56.588958,2022-12-14 17:37:01.931438,122,2022-12-14 16:28:57.746391,2022-12-14 17:42:28.060235
fm57-c07a,Rms-node-run,12,2022-12-14 16:28:50.970474,2022-12-14 17:36:45.496009,10,2022-12-14 16:28:52.133109,2022-12-14 17:42:28.081932
fm57-c07b,GuiSoundWarnings-run,12,2022-12-14 16:28:49.242628,2022-12-14 17:36:43.536770,11,2022-12-14 16:28:50.375461,2022-12-14 17:42:32.807272
fm57-c07b,GuiRootPanel-run,6,2022-12-14 16:28:48.106638,2022-12-14 17:36:40.125418,5,2022-12-14 16:28:49.252963,2022-12-14 17:42:33.913544
fm57-c07b,Rms-node-run,4,2022-12-14 16:28:40.322584,2022-12-14 17:36:25.560749,3,2022-12-14 16:28:41.468583,2022-12-14 17:42:33.926806
fm57-c08a,GuiDisplaySec-run,7,2022-12-14 16:28:52.350628,2022-12-14 17:37:01.550609,6,2022-12-14 16:28:53.521403,2022-12-14 17:42:39.028873
fm57-c08a,GuiDisplay-run,6,2022-12-14 16:28:51.179328,2022-12-14 17:37:02.700243,5,2022-12-14 16:28:52.378570,2022-12-14 17:42:39.047431
fm57-c08a,Rms-node-run,4,2022-12-14 16:28:44.233852,2022-12-14 17:36:47.458881,3,2022-12-14 16:28:45.401867,2022-12-14 17:42:39.068831
fm57-c08b,GuiSoundWarnings-run,12,2022-12-14 16:28:52.171898,2022-12-14 17:36:46.630767,11,2022-12-14 16:28:53.309816,2022-12-14 17:42:42.755636
fm57-c08b,Rms-node-run,4,2022-12-14 16:28:43.209482,2022-12-14 17:36:27.369524,3,2022-12-14 16:28:44.336789,2022-12-14 17:42:43.852489
fm57-c08b,GuiRootPanel-run,6,2022-12-14 16:28:51.035075,2022-12-14 17:36:42.028504,5,2022-12-14 16:28:52.181236,2022-12-14 17:42:43.861949
fm57-c09a,Rms-node-run,4,2022-12-14 16:28:40.346562,2022-12-14 17:36:48.233774,3,2022-12-14 16:28:41.475460,2022-12-14 17:42:49.233510
fm57-c09a,GuiDisplaySec-run,8,2022-12-14 16:28:45.799906,2022-12-14 17:37:01.468699,7,2022-12-14 16:28:47.998252,2022-12-14 17:42:49.250762
fm57-c09a,GuiDisplay-run,10,2022-12-14 16:28:44.691289,2022-12-14 17:37:04.855107,9,2022-12-14 16:28:45.806199,2022-12-14 17:42:49.261703
fm57-c09b,GuiSoundWarnings-run,12,2022-12-14 16:28:47.794794,2022-12-14 17:36:49.448045,11,2022-12-14 16:28:48.943270,2022-12-14 17:42:52.209434
fm57-c09b,GuiRootPanel-run,6,2022-12-14 16:28:45.528858,2022-12-14 17:36:44.865765,5,2022-12-14 16:28:47.803173,2022-12-14 17:42:52.217232
fm57-c09b,Rms-node-run,4,2022-12-14 16:28:34.401394,2022-12-14 17:36:30.254322,3,2022-12-14 16:28:35.544221,2022-12-14 17:42:52.230468
fm57-c03a,GuiDisplaySec-run,16,2022-12-14 16:27:31.509395,2022-12-14 17:48:45.861063,12,2022-12-14 16:27:32.656533,2022-12-14 17:48:47.038893
fm57-c03a,GuiDisplay-run,19,2022-12-14 16:27:30.420791,2022-12-14 17:48:47.019935,15,2022-12-14 16:27:31.544760,2022-12-14 17:48:48.196901
