node_name,process_name,total_start,firststart,laststart,total_fail,firstfail,lastfail
fm57-c08a,spliced,1,2022-12-13 08:33:47.498143,2022-12-13 08:33:47.498143,1,2022-12-13 10:31:47.179405,2022-12-13 10:31:47.179405
fm57-c07a,GuiDisplaySec-run,1,2022-12-13 08:33:45.885891,2022-12-13 08:33:45.885891,1,2022-12-13 10:31:50.912148,2022-12-13 10:31:50.912148
fm57-c07a,EcRegMsg,2,2022-12-13 08:33:45.903308,2022-12-13 08:33:45.937745,1,2022-12-13 10:31:50.925118,2022-12-13 10:31:50.925118
fm57-c07a,ospl,1,2022-12-13 08:33:45.783007,2022-12-13 08:33:45.783007,1,2022-12-13 10:31:56.747381,2022-12-13 10:31:56.747381
fm57-c07a,spliced,1,2022-12-13 08:33:45.823678,2022-12-13 08:33:45.823678,1,2022-12-13 10:31:56.771792,2022-12-13 10:31:56.771792
fm57-c07a,Rms-node-run,2,2022-12-13 08:33:45.870072,2022-12-13 10:32:02.822347,2,2022-12-13 10:31:50.933524,2022-12-13 10:32:04.097155
fm57-01,durability,1,2022-12-13 08:33:44.303241,2022-12-13 08:33:44.303241,1,2022-12-13 10:32:27.796956,2022-12-13 10:32:27.796956
fm57-01,networking,56,2022-12-13 08:33:44.135317,2022-12-13 10:32:30.237404,55,2022-12-13 09:49:30.700183,2022-12-13 10:32:30.458657
fm57-01,spliced,1,2022-12-13 08:33:44.060833,2022-12-13 08:33:44.060833,1,2022-12-13 10:32:30.829134,2022-12-13 10:32:30.829134
fm57-t01,GuiDisplay-run,1,2022-12-13 08:33:47.487164,2022-12-13 08:33:47.487164,1,2022-12-13 10:32:38.361984,2022-12-13 10:32:38.361984
fm57-t01,EcRegMsg,1,2022-12-13 08:33:47.498899,2022-12-13 08:33:47.498899,1,2022-12-13 10:32:38.369888,2022-12-13 10:32:38.369888
fm57-t01,durability,1,2022-12-13 08:33:47.462706,2022-12-13 08:33:47.462706,1,2022-12-13 10:32:39.449784,2022-12-13 10:32:39.449784
fm57-05,HistoricalRecord-run,1,2022-12-13 08:33:42.873731,2022-12-13 08:33:42.873731,1,2022-12-13 10:35:01.062408,2022-12-13 10:35:01.062408
fm57-05,durability,1,2022-12-13 08:33:42.833412,2022-12-13 08:33:42.833412,1,2022-12-13 10:35:04.861847,2022-12-13 10:35:04.861847
fm57-05,spliced,1,2022-12-13 08:33:42.715611,2022-12-13 08:33:42.715611,1,2022-12-13 10:35:15.399627,2022-12-13 10:35:15.399627
fm57-05,ospl,2,2022-12-13 08:33:42.572052,2022-12-13 10:35:15.302231,2,2022-12-13 10:35:15.419189,2022-12-13 10:35:16.492996
fm57-06,ShipdataSitep-run,1,2022-12-13 08:33:41.264187,2022-12-13 08:33:41.264187,1,2022-12-13 10:35:47.472420,2022-12-13 10:35:47.472420
fm57-06,ShipdataGps-run,1,2022-12-13 08:33:41.266294,2022-12-13 08:33:41.266294,1,2022-12-13 10:35:47.473260,2022-12-13 10:35:47.473260
fm57-10,Simulation-remote-run,2,2022-12-13 08:33:44.030818,2022-12-13 10:35:50.369923,2,2022-12-13 10:35:22.933308,2022-12-13 10:35:55.464612
fm57-10,Vigilance-run,2,2022-12-13 08:33:43.955487,2022-12-13 10:35:55.398828,1,2022-12-13 10:35:56.899369,2022-12-13 10:35:56.899369
fm57-10,ThreatManager-run,2,2022-12-13 08:33:43.880248,2022-12-13 10:35:56.817538,2,2022-12-13 10:35:22.727604,2022-12-13 10:35:58.443021
fm57-10,GuiWarnings-run,2,2022-12-13 08:33:43.813246,2022-12-13 10:35:58.361208,2,2022-12-13 10:35:22.874702,2022-12-13 10:35:59.744153
fm57-10,durability,4,2022-12-13 08:33:43.612367,2022-12-13 10:35:58.294236,2,2022-12-13 10:35:43.766694,2022-12-13 10:36:03.519621
fm57-11,durability,1,2022-12-13 08:33:43.447880,2022-12-13 08:33:43.447880,1,2022-12-13 10:36:10.015346,2022-12-13 10:36:10.015346
fm57-11,Kinematics-remote-run,1,2022-12-13 10:36:21.226136,2022-12-13 10:36:21.226136,1,2022-12-13 10:36:22.558877,2022-12-13 10:36:22.558877
fm57-01,ospl,2,2022-12-13 08:33:43.770149,2022-12-13 10:36:35.135692,2,2022-12-13 10:32:30.562308,2022-12-13 10:36:36.367793
fm57-11,ShipdataCalculator-run,5,2022-12-13 08:33:43.523253,2022-12-13 10:36:35.060665,5,2022-12-13 10:36:10.097211,2022-12-13 10:36:37.899472
fm57-11,ShipdataCalcula,2,2022-12-13 10:36:29.831908,2022-12-13 10:36:37.804932,2,2022-12-13 10:36:31.131471,2022-12-13 10:36:39.251271
fm57-06,durability,2,2022-12-13 08:33:41.259915,2022-12-13 10:36:09.177192,1,2022-12-13 10:36:47.431478,2022-12-13 10:36:47.431478
fm57-02,durability,1,2022-12-13 08:33:42.475285,2022-12-13 08:33:42.475285,1,2022-12-13 10:38:42.795661,2022-12-13 10:38:42.795661
fm57-05,Rms-node-run,2,2022-12-13 08:33:42.540360,2022-12-13 10:39:56.928026,2,2022-12-13 10:35:01.041164,2022-12-13 10:39:57.984453
fm57-c01a,Rms-node-run,8,2022-12-13 10:42:56.367551,2022-12-13 10:44:00.276551,7,2022-12-13 10:42:57.472346,2022-12-13 10:44:00.284640
fm57-c01b,GuiSoundWarnings-run,9,2022-12-13 10:44:26.649461,2022-12-13 10:44:47.243657,9,2022-12-13 10:44:27.972039,2022-12-13 10:44:50.087523
fm57-c03b,Rms-node-run,5,2022-12-13 10:11:38.113675,2022-12-13 10:45:01.762842,3,2022-12-13 10:11:39.259651,2022-12-13 10:45:01.813392
fm57-c03a,Rms-node-run,6,2022-12-13 10:11:51.868062,2022-12-13 10:45:18.280859,3,2022-12-13 10:11:53.002864,2022-12-13 10:45:18.301808
fm57-c03b,GuiSoundWarnings-run,21,2022-12-13 10:11:47.298766,2022-12-13 10:45:26.868855,20,2022-12-13 10:11:48.449475,2022-12-13 10:45:28.004678
fm57-c02b,GuiSoundWarnings-run,17,2022-12-13 10:11:49.635849,2022-12-13 10:45:33.826429,17,2022-12-13 10:11:51.099014,2022-12-13 10:45:35.318149
fm57-01,Rms-node-run,3,2022-12-13 08:33:43.915879,2022-12-13 10:46:45.091336,3,2022-12-13 10:32:20.425817,2022-12-13 10:46:46.517797
fm57-c02a,ospl,2,2022-12-13 08:33:44.407125,2022-12-13 10:44:20.670409,1,2022-12-13 10:47:15.796730,2022-12-13 10:47:15.796730
fm57-c02a,spliced,2,2022-12-13 08:33:44.438828,2022-12-13 10:44:20.703053,1,2022-12-13 10:47:15.820705,2022-12-13 10:47:15.820705
fm57-c02a,Rms-node-run,4,2022-12-13 10:44:38.808201,2022-12-13 10:45:04.741369,4,2022-12-13 10:44:39.979968,2022-12-13 10:47:24.585790
fm57-c02a,GuiDisplay-run,12,2022-12-13 10:45:11.528184,2022-12-13 10:46:46.011972,12,2022-12-13 10:45:13.722202,2022-12-13 10:47:24.620587
fm57-c02a,networking,117,2022-12-13 08:33:44.453043,2022-12-13 10:44:20.722428,2,2022-12-13 10:22:14.465555,2022-12-13 10:47:25.701758
fm57-c02a,EcRegMsg,7,2022-12-13 10:45:23.639699,2022-12-13 10:47:24.569306,7,2022-12-13 10:46:02.421361,2022-12-13 10:47:26.773016
fm57-c02a,GuiDisplaySec-run,10,2022-12-13 10:45:13.714024,2022-12-13 10:47:25.692410,10,2022-12-13 10:45:14.817469,2022-12-13 10:47:26.787812
fm57-c02a,durability,2,2022-12-13 08:33:44.474363,2022-12-13 10:44:20.737595,1,2022-12-13 10:47:27.834497,2022-12-13 10:47:27.834497
fm57-c01a,GuiDisplaySec-run,30,2022-12-13 10:44:07.906549,2022-12-13 10:47:57.246535,29,2022-12-13 10:44:08.991527,2022-12-13 10:47:57.269212
fm57-c01a,GuiDisplay-run,33,2022-12-13 10:44:06.798026,2022-12-13 10:47:56.075309,32,2022-12-13 10:44:07.919524,2022-12-13 10:47:57.283814
fm57-c03b,GuiRootPanel-run,23,2022-12-13 10:11:46.148382,2022-12-13 10:47:57.450376,20,2022-12-13 10:11:47.311462,2022-12-13 10:47:57.462564
fm57-c03a,GuiDisplaySec-run,20,2022-12-13 10:12:01.942028,2022-12-13 10:47:56.565350,17,2022-12-13 10:12:03.082582,2022-12-13 10:47:57.695850
fm57-c01b,GuiRootPanel-run,19,2022-12-13 10:44:23.944261,2022-12-13 10:47:52.713913,19,2022-12-13 10:44:26.669315,2022-12-13 10:47:58.725167
fm57-c03a,GuiDisplay-run,20,2022-12-13 10:11:59.639590,2022-12-13 10:47:58.859288,18,2022-12-13 10:12:01.967002,2022-12-13 10:47:58.871237
fm57-c03a,EcRegMsg,14,2022-12-13 10:12:09.788965,2022-12-13 10:47:55.421230,9,2022-12-13 10:46:13.024565,2022-12-13 10:47:58.879994
fm57-c02b,GuiRootPanel-run,23,2022-12-13 10:11:46.674729,2022-12-13 10:47:59.499576,21,2022-12-13 10:11:49.688880,2022-12-13 10:47:59.522125
