node_name,process_name,total_start,firststart,laststart,total_fail,firstfail,lastfail
fm57-c02b,durability,1,2022-12-12 20:51:32.443613,2022-12-12 20:51:32.443613,1,2022-12-12 22:41:58.201164,2022-12-12 22:41:58.201164
fm57-c02b,ospl,1,2022-12-12 20:51:32.291826,2022-12-12 20:51:32.291826,1,2022-12-12 22:42:02.212222,2022-12-12 22:42:02.212222
fm57-c02b,spliced,1,2022-12-12 20:51:32.372984,2022-12-12 20:51:32.372984,1,2022-12-12 22:42:02.249566,2022-12-12 22:42:02.249566
fm57-c03b,durability,1,2022-12-12 20:51:32.234197,2022-12-12 20:51:32.234197,1,2022-12-12 22:41:55.863081,2022-12-12 22:41:55.863081
fm57-c03b,ospl,1,2022-12-12 20:51:32.158400,2022-12-12 20:51:32.158400,1,2022-12-12 22:42:01.313377,2022-12-12 22:42:01.313377
fm57-c03b,spliced,1,2022-12-12 20:51:32.202176,2022-12-12 20:51:32.202176,1,2022-12-12 22:42:01.336995,2022-12-12 22:42:01.336995
fm57-c04b,durability,1,2022-12-12 20:51:33.605599,2022-12-12 20:51:33.605599,1,2022-12-12 22:41:54.663629,2022-12-12 22:41:54.663629
fm57-c04b,ospl,1,2022-12-12 20:51:33.536216,2022-12-12 20:51:33.536216,1,2022-12-12 22:42:01.577120,2022-12-12 22:42:01.577120
fm57-c04b,spliced,1,2022-12-12 20:51:33.569441,2022-12-12 20:51:33.569441,1,2022-12-12 22:42:01.600718,2022-12-12 22:42:01.600718
fm57-c04b,Rms-node-run,2,2022-12-12 20:51:33.510433,2022-12-12 22:49:23.342648,2,2022-12-12 22:41:52.106792,2022-12-12 22:49:24.460695
fm57-c06b,durability,1,2022-12-12 20:51:33.920435,2022-12-12 20:51:33.920435,1,2022-12-12 22:41:55.825868,2022-12-12 22:41:55.825868
fm57-c06b,ospl,1,2022-12-12 20:51:33.846810,2022-12-12 20:51:33.846810,1,2022-12-12 22:42:01.413782,2022-12-12 22:42:01.413782
fm57-c06b,spliced,1,2022-12-12 20:51:33.884916,2022-12-12 20:51:33.884916,1,2022-12-12 22:42:01.437963,2022-12-12 22:42:01.437963
fm57-c06b,Rms-node-run,2,2022-12-12 20:51:33.941138,2022-12-12 22:43:18.706658,2,2022-12-12 22:41:53.272160,2022-12-12 22:43:19.829921
fm57-c08b,Rms-node-run,1,2022-12-12 20:51:34.566643,2022-12-12 20:51:34.566643,1,2022-12-12 22:41:51.299336,2022-12-12 22:41:51.299336
fm57-c08b,durability,1,2022-12-12 20:51:34.551045,2022-12-12 20:51:34.551045,1,2022-12-12 22:41:55.105819,2022-12-12 22:41:55.105819
fm57-c08b,ospl,1,2022-12-12 20:51:34.478596,2022-12-12 20:51:34.478596,1,2022-12-12 22:42:00.685160,2022-12-12 22:42:00.685160
fm57-c08b,spliced,1,2022-12-12 20:51:34.518534,2022-12-12 20:51:34.518534,1,2022-12-12 22:42:00.692436,2022-12-12 22:42:00.692436
fm57-c09b,Rms-node-run,1,2022-12-12 20:51:36.209158,2022-12-12 20:51:36.209158,1,2022-12-12 22:41:51.760710,2022-12-12 22:41:51.760710
fm57-c09b,durability,1,2022-12-12 20:51:36.186868,2022-12-12 20:51:36.186868,1,2022-12-12 22:41:56.767132,2022-12-12 22:41:56.767132
fm57-c09b,ospl,1,2022-12-12 20:51:36.115215,2022-12-12 20:51:36.115215,1,2022-12-12 22:42:01.296131,2022-12-12 22:42:01.296131
fm57-c09b,spliced,1,2022-12-12 20:51:36.152550,2022-12-12 20:51:36.152550,1,2022-12-12 22:42:01.315797,2022-12-12 22:42:01.315797
fm57-t01,Manager-run,5,2022-12-12 20:53:12.266089,2022-12-12 22:42:18.892365,5,2022-12-12 20:55:39.192374,2022-12-12 22:45:46.223578
