node_name,process_name,total_start,firststart,laststart,total_fail,firstfail,lastfail
fm57-05,NavigationAid-run,1,2022-12-15 03:19:24.786644,2022-12-15 03:19:24.786644,1,2022-12-15 03:19:26.030652,2022-12-15 03:19:26.030652
fm57-03,Linker-run,4,2022-12-14 22:46:44.912348,2022-12-15 03:19:26.494498,2,2022-12-15 03:19:19.867388,2022-12-15 03:19:26.677096
fm57-03,Tracker-run,5,2022-12-14 22:46:44.953872,2022-12-15 03:19:27.903342,3,2022-12-15 03:19:15.249406,2022-12-15 03:19:28.053284
fm57-08,Esm-management-run,4,2022-12-14 22:46:53.588359,2022-12-15 03:19:28.853331,2,2022-12-15 03:19:17.493661,2022-12-15 03:19:28.942770
fm57-03,Radar-plotter-run,5,2022-12-14 22:46:44.975181,2022-12-15 03:19:29.177475,3,2022-12-15 03:19:14.089247,2022-12-15 03:19:29.197355
fm57-c09b,GuiSoundWarnings-run,23,2022-12-14 22:46:49.009675,2022-12-15 03:19:27.607532,22,2022-12-15 01:34:46.961847,2022-12-15 03:19:29.871018
fm57-05,Kinematics-remote-run,4,2022-12-14 22:46:48.362664,2022-12-15 03:19:32.672870,2,2022-12-15 03:19:19.191193,2022-12-15 03:19:32.824029
fm57-05,HistoricalRecord-run,4,2022-12-14 22:46:48.383294,2022-12-15 03:19:33.937947,2,2022-12-15 03:19:16.907550,2022-12-15 03:19:33.990873
fm57-05,NavigationAid-garbage-run,4,2022-12-14 22:46:48.405475,2022-12-15 03:19:35.141626,2,2022-12-15 03:19:24.806751,2022-12-15 03:19:35.262965
fm57-c02b,GuiSoundWarnings-run,18,2022-12-14 22:46:50.522315,2022-12-15 03:19:40.737926,17,2022-12-15 00:14:07.405262,2022-12-15 03:19:42.289989
fm57-02,Rms-node-run,7,2022-12-14 22:46:49.794844,2022-12-15 03:19:44.685508,5,2022-12-15 03:19:10.925095,2022-12-15 03:19:44.843496
fm57-c01a,Rms-node-run,7,2022-12-14 22:46:42.713355,2022-12-15 03:19:46.049340,5,2022-12-15 03:19:00.775752,2022-12-15 03:19:46.058727
fm57-01,Rms-node-run,7,2022-12-14 22:46:51.336773,2022-12-15 03:19:46.543667,5,2022-12-15 03:19:12.690482,2022-12-15 03:19:46.675723
fm57-10,Rms-node-run,7,2022-12-14 22:46:46.234049,2022-12-15 03:19:49.779650,5,2022-12-15 03:19:05.062347,2022-12-15 03:19:49.849066
fm57-11,Rms-node-run,7,2022-12-14 22:46:45.343405,2022-12-15 03:19:49.821924,5,2022-12-15 03:19:04.187370,2022-12-15 03:19:49.899180
fm57-11,Kinematics-remote-run,1,2022-12-15 03:19:57.324453,2022-12-15 03:19:57.324453,1,2022-12-15 03:19:58.581326,2022-12-15 03:19:58.581326
fm57-c08b,GuiSoundWarnings-run,10,2022-12-14 22:46:48.948428,2022-12-15 03:20:00.346210,9,2022-12-15 03:19:44.604999,2022-12-15 03:20:01.491785
fm57-c04a,Rms-node-run,9,2022-12-14 22:46:42.886025,2022-12-15 03:20:01.949712,7,2022-12-15 03:18:59.408995,2022-12-15 03:20:01.986424
fm57-c04b,GuiSoundWarnings-run,10,2022-12-14 22:46:49.433539,2022-12-15 03:20:02.748102,9,2022-12-15 03:19:48.105859,2022-12-15 03:20:04.968765
fm57-09,Kinematics-remote-run,1,2022-12-15 03:20:04.656258,2022-12-15 03:20:04.656258,1,2022-12-15 03:20:05.876342,2022-12-15 03:20:05.876342
fm57-11,ShipdataCalculator-run,6,2022-12-14 22:46:45.813523,2022-12-15 03:20:08.369464,4,2022-12-15 03:19:57.408757,2022-12-15 03:20:08.444805
fm57-06,Rms-node-run,9,2022-12-14 22:46:45.622488,2022-12-15 03:20:08.590349,7,2022-12-15 03:19:05.218220,2022-12-15 03:20:08.591267
fm57-10,NavigationAid-run,4,2022-12-14 22:46:46.568396,2022-12-15 03:20:10.504705,2,2022-12-15 03:20:04.174891,2022-12-15 03:20:10.663019
fm57-07,Rms-node-run,9,2022-12-14 22:46:46.921593,2022-12-15 03:20:11.023870,7,2022-12-15 03:19:07.334883,2022-12-15 03:20:11.029431
fm57-09,Exocet-run,4,2022-12-14 22:46:50.317146,2022-12-15 03:20:12.407962,3,2022-12-15 01:42:07.899029,2022-12-15 03:20:12.680925
fm57-09,Kronos3dSender-run,4,2022-12-14 22:46:50.860497,2022-12-15 03:20:13.835452,2,2022-12-15 03:20:02.291307,2022-12-15 03:20:14.035213
fm57-10,Vigilance-run,4,2022-12-14 22:46:46.785762,2022-12-15 03:20:14.188504,2,2022-12-15 03:19:59.526860,2022-12-15 03:20:14.315501
fm57-09,Weapons-run,4,2022-12-14 22:46:51.093716,2022-12-15 03:20:15.232429,2,2022-12-15 03:20:04.743399,2022-12-15 03:20:15.349634
fm57-10,Simulation-remote-run,4,2022-12-14 22:46:46.861115,2022-12-15 03:20:15.401632,2,2022-12-15 03:19:58.308295,2022-12-15 03:20:15.583163
fm57-10,ThreatManager-run,8,2022-12-14 22:46:46.710578,2022-12-15 03:20:19.299719,6,2022-12-15 03:20:00.745640,2022-12-15 03:20:19.378818
fm57-06,Rms-controller-run,1,2022-12-15 03:20:19.984758,2022-12-15 03:20:19.984758,1,2022-12-15 03:20:21.131851,2022-12-15 03:20:21.131851
fm57-10,GuiWarnings-run,8,2022-12-14 22:46:46.635283,2022-12-15 03:20:21.718438,6,2022-12-15 03:20:03.069895,2022-12-15 03:20:21.788659
fm57-06,NavigationAid-persistent-run,1,2022-12-15 03:20:21.130294,2022-12-15 03:20:21.130294,1,2022-12-15 03:20:22.235357,2022-12-15 03:20:22.235357
fm57-06,Logger-run,1,2022-12-15 03:20:22.233844,2022-12-15 03:20:22.233844,1,2022-12-15 03:20:23.327784,2022-12-15 03:20:23.327784
fm57-07,Logger-run,6,2022-12-14 22:46:46.931837,2022-12-15 03:20:31.340814,4,2022-12-15 03:20:21.385988,2022-12-15 03:20:31.347051
fm57-c01b,GuiSoundWarnings-run,27,2022-12-14 22:46:43.922124,2022-12-15 03:20:34.133019,24,2022-12-14 23:56:24.084187,2022-12-15 03:20:34.160669
fm57-07,Rms-controller-run,6,2022-12-14 22:46:46.935809,2022-12-15 03:20:34.727357,4,2022-12-15 03:20:17.921271,2022-12-15 03:20:34.727971
fm57-06,Aisinterface-nmea-run,6,2022-12-14 22:46:45.634683,2022-12-15 03:20:35.756545,4,2022-12-15 03:20:19.985493,2022-12-15 03:20:35.767802
fm57-06,ShipdataSitep-run,6,2022-12-14 22:46:45.636884,2022-12-15 03:20:36.915287,4,2022-12-15 03:20:17.722347,2022-12-15 03:20:36.927390
fm57-06,ShipdataGps-run,6,2022-12-14 22:46:45.638941,2022-12-15 03:20:38.052742,4,2022-12-15 03:20:16.491570,2022-12-15 03:20:38.054275
fm57-02,Radar-osiris-run,24,2022-12-15 03:19:50.350612,2022-12-15 03:21:11.042168,24,2022-12-15 03:19:51.861041,2022-12-15 03:21:12.530160
fm57-01,Radar-osiris-run,21,2022-12-15 03:19:53.252432,2022-12-15 03:21:13.432704,21,2022-12-15 03:19:54.690127,2022-12-15 03:21:14.921858
fm57-c04a,GuiDisplay-run,41,2022-12-14 22:46:42.925451,2022-12-15 03:22:48.937237,39,2022-12-15 03:20:10.536757,2022-12-15 03:22:50.026557
fm57-c01a,GuiDisplay-run,44,2022-12-14 22:46:42.855909,2022-12-15 03:22:53.862336,42,2022-12-15 03:19:54.601866,2022-12-15 03:22:55.008650
fm57-c01a,GuiDisplaySec-run,47,2022-12-14 22:46:42.821090,2022-12-15 03:22:57.278361,45,2022-12-15 03:19:55.683471,2022-12-15 03:22:58.407583
fm57-c04a,GuiDisplaySec-run,54,2022-12-14 22:46:42.897159,2022-12-15 03:22:57.675768,52,2022-12-15 03:20:11.601866,2022-12-15 03:22:58.797337
fm57-c08b,GuiRootPanel-run,36,2022-12-14 22:46:48.922377,2022-12-15 03:23:52.332351,34,2022-12-15 03:19:43.484919,2022-12-15 03:23:52.344985
fm57-c09b,durability,3,2022-12-14 22:46:48.953388,2022-12-15 03:17:32.469797,2,2022-12-14 23:57:13.204070,2022-12-15 03:24:13.944902
fm57-c07b,durability,2,2022-12-14 22:46:46.161486,2022-12-15 03:17:51.888460,2,2022-12-14 23:56:18.716315,2022-12-15 03:24:14.768141
fm57-c03b,durability,2,2022-12-14 22:46:46.389298,2022-12-15 03:18:00.876120,2,2022-12-14 23:56:14.418551,2022-12-15 03:24:15.493019
fm57-c04b,GuiRootPanel-run,38,2022-12-14 22:46:49.408725,2022-12-15 03:24:15.721803,36,2022-12-15 03:19:46.979153,2022-12-15 03:24:15.736678
fm57-c06b,GuiRootPanel-ru,1,2022-12-15 03:24:18.517572,2022-12-15 03:24:18.517572,1,2022-12-15 03:24:19.625511,2022-12-15 03:24:19.625511
fm57-c09b,ospl,3,2022-12-14 22:46:48.860561,2022-12-15 03:17:32.379090,2,2022-12-14 23:57:15.682609,2022-12-15 03:24:22.813786
fm57-c09b,spliced,3,2022-12-14 22:46:48.912545,2022-12-15 03:17:32.425224,2,2022-12-14 23:57:15.705042,2022-12-15 03:24:22.836595
fm57-c06b,durability,3,2022-12-14 22:46:44.229038,2022-12-15 03:19:29.217166,3,2022-12-14 23:56:11.674373,2022-12-15 03:24:24.331410
fm57-c07b,GuiSoundWarnings-run,13,2022-12-14 22:46:46.200327,2022-12-15 03:24:37.077290,11,2022-12-15 03:19:43.317550,2022-12-15 03:24:37.102747
fm57-c03b,GuiSoundWarnings-run,13,2022-12-14 22:46:46.429959,2022-12-15 03:24:37.284290,11,2022-12-15 03:19:45.731981,2022-12-15 03:24:37.323589
fm57-c07b,GuiRootPanel-run,29,2022-12-14 22:46:46.182304,2022-12-15 03:24:38.242784,26,2022-12-15 03:19:42.193457,2022-12-15 03:24:38.250855
fm57-c07b,ospl,2,2022-12-14 22:46:46.075628,2022-12-15 03:17:51.819002,2,2022-12-14 23:56:31.814180,2022-12-15 03:24:43.928246
fm57-c07b,spliced,2,2022-12-14 22:46:46.118520,2022-12-15 03:17:51.855959,2,2022-12-14 23:56:31.805042,2022-12-15 03:24:43.948981
fm57-c07b,networking,2,2022-12-14 22:46:46.139075,2022-12-15 03:17:51.874304,1,2022-12-15 03:24:43.961877,2022-12-15 03:24:43.961877
fm57-c03b,GuiRootPanel-run,41,2022-12-14 22:46:46.404878,2022-12-15 03:24:48.585619,39,2022-12-15 03:19:44.630727,2022-12-15 03:24:48.598843
fm57-c06b,GuiSoundWarnings-run,27,2022-12-14 22:46:44.273692,2022-12-15 03:27:08.942509,23,2022-12-15 01:33:03.554777,2022-12-15 03:27:08.968965
fm57-c06b,GuiRootPanel-run,165,2022-12-14 22:46:44.253814,2022-12-15 03:27:10.084024,163,2022-12-15 01:33:02.423042,2022-12-15 03:27:16.957224
fm57-04,durability,2,2022-12-14 22:46:47.258762,2022-12-15 03:17:54.793668,1,2022-12-15 03:27:20.071828,2022-12-15 03:27:20.071828
fm57-04,Rms-node-run,5,2022-12-14 22:46:47.058567,2022-12-15 03:27:27.385399,3,2022-12-15 03:19:07.876770,2022-12-15 03:27:27.445515
fm57-04,Esm-control-run,7,2022-12-14 22:46:47.303425,2022-12-15 03:27:43.997705,4,2022-12-15 03:19:18.974470,2022-12-15 03:27:44.112574
fm57-04,Tracker-run,8,2022-12-14 22:46:47.346953,2022-12-15 03:27:45.423374,5,2022-12-15 03:19:17.796938,2022-12-15 03:27:45.542515
fm57-04,Radar-plotter-run,9,2022-12-14 22:46:47.403788,2022-12-15 03:27:46.915576,6,2022-12-15 03:19:16.619471,2022-12-15 03:27:47.019688
fm57-c09b,Rms-node-run,13,2022-12-14 22:46:48.972158,2022-12-15 03:37:39.687024,12,2022-12-14 23:57:09.211574,2022-12-15 03:37:40.790820
fm57-c07b,Rms-node-run,27,2022-12-14 22:46:46.048947,2022-12-15 04:06:31.568094,27,2022-12-14 23:56:14.329825,2022-12-15 04:06:32.675708
fm57-c04b,Rms-node-run,29,2022-12-14 22:46:49.287398,2022-12-15 04:10:25.571018,29,2022-12-14 23:56:44.800881,2022-12-15 04:10:26.702925
fm57-c03b,Rms-node-run,25,2022-12-14 22:46:46.297868,2022-12-15 04:10:46.560604,25,2022-12-14 23:56:11.052920,2022-12-15 04:10:47.683049
fm57-c01b,Rms-node-run,44,2022-12-14 22:46:43.847892,2022-12-15 04:12:18.503512,42,2022-12-14 23:56:03.397022,2022-12-15 04:12:19.781731
fm57-c06b,Rms-node-run,45,2022-12-14 22:46:44.160026,2022-12-15 04:13:44.826475,45,2022-12-14 23:56:09.472670,2022-12-15 04:13:45.954424
fm57-c08b,Rms-node-run,42,2022-12-14 22:46:48.903906,2022-12-15 04:14:40.806896,42,2022-12-14 23:56:20.383825,2022-12-15 04:14:41.940501
