node_name,process_name,total_start,firststart,laststart,total_fail,firstfail,lastfail
fm57-02,Rms-node-run,1,2022-12-13 20:43:10.347210,2022-12-13 20:43:10.347210,1,2022-12-13 23:52:40.136657,2022-12-13 23:52:40.136657
fm57-02,durability,1,2022-12-13 20:43:10.825640,2022-12-13 20:43:10.825640,1,2022-12-13 23:52:44.262141,2022-12-13 23:52:44.262141
fm57-02,spliced,1,2022-12-13 20:43:10.642036,2022-12-13 20:43:10.642036,1,2022-12-13 23:52:55.592886,2022-12-13 23:52:55.592886
fm57-02,ospl,2,2022-12-13 20:43:10.247986,2022-12-13 23:54:11.069698,2,2022-12-13 23:52:55.100381,2022-12-13 23:54:12.298879
fm57-c07a,durability,1,2022-12-13 20:43:10.714648,2022-12-13 20:43:10.714648,1,2022-12-14 00:01:16.019538,2022-12-14 00:01:16.019538
fm57-c01a,Rms-node-run,6,2022-12-13 20:43:06.609643,2022-12-14 00:12:40.786061,6,2022-12-13 23:52:32.848304,2022-12-14 00:12:41.941808
fm57-04,Rms-node-run,3,2022-12-13 20:43:08.160713,2022-12-14 00:21:43.313811,2,2022-12-14 00:13:59.132487,2022-12-14 00:21:43.430735
fm57-06,Rms-node-run,3,2022-12-13 20:43:08.432241,2022-12-14 00:21:44.012698,2,2022-12-14 00:14:00.139025,2022-12-14 00:21:44.014793
fm57-07,Rms-node-run,3,2022-12-13 20:43:08.754272,2022-12-14 00:21:44.089247,2,2022-12-14 00:14:02.638413,2022-12-14 00:21:44.091826
fm57-05,Rms-node-run,3,2022-12-13 20:43:09.836767,2022-12-14 00:21:45.239254,2,2022-12-14 00:14:01.355974,2022-12-14 00:21:45.259842
fm57-11,Rms-node-run,3,2022-12-13 20:43:08.723799,2022-12-14 00:21:45.347062,2,2022-12-14 00:14:07.370970,2022-12-14 00:21:45.434714
fm57-01,Rms-node-run,3,2022-12-13 20:43:12.042994,2022-12-14 00:21:45.451951,2,2022-12-14 00:13:59.210113,2022-12-14 00:21:45.553770
fm57-10,Rms-node-run,3,2022-12-13 20:43:10.143666,2022-12-14 00:21:46.299688,2,2022-12-14 00:14:07.827991,2022-12-14 00:21:46.362092
fm57-08,Rms-node-run,3,2022-12-13 20:43:12.234785,2022-12-14 00:21:47.383114,2,2022-12-14 00:14:08.494907,2022-12-14 00:21:47.492632
fm57-11,Kinematics-remote-run,1,2022-12-14 00:21:50.277857,2022-12-14 00:21:50.277857,1,2022-12-14 00:21:51.602134,2022-12-14 00:21:51.602134
fm57-c08a,Rms-node-run,2,2022-12-14 00:21:50.526846,2022-12-14 00:21:51.629920,1,2022-12-14 00:21:51.638870,2022-12-14 00:21:51.638870
fm57-05,Esm-control-run,1,2022-12-14 00:21:50.902557,2022-12-14 00:21:50.902557,1,2022-12-14 00:21:52.153737,2022-12-14 00:21:52.153737
fm57-06,Rms-controller-run,1,2022-12-14 00:21:51.721568,2022-12-14 00:21:51.721568,1,2022-12-14 00:21:52.809499,2022-12-14 00:21:52.809499
fm57-t01,Rms-node-run,3,2022-12-13 20:43:11.799915,2022-12-14 00:21:53.118860,2,2022-12-14 00:14:49.050090,2022-12-14 00:21:53.128046
fm57-05,Simulation-remote-run,1,2022-12-14 00:21:52.032071,2022-12-14 00:21:52.032071,1,2022-12-14 00:21:53.382942,2022-12-14 00:21:53.382942
fm57-06,NavigationAid-persistent-run,1,2022-12-14 00:21:52.803962,2022-12-14 00:21:52.803962,1,2022-12-14 00:21:53.892084,2022-12-14 00:21:53.892084
fm57-05,Vigilance-run,1,2022-12-14 00:21:53.363650,2022-12-14 00:21:53.363650,1,2022-12-14 00:21:54.628796,2022-12-14 00:21:54.628796
fm57-06,Logger-run,1,2022-12-14 00:21:53.890756,2022-12-14 00:21:53.890756,1,2022-12-14 00:21:54.969575,2022-12-14 00:21:54.969575
fm57-c09a,Rms-node-run,7,2022-12-13 20:43:14.595471,2022-12-14 00:21:55.200814,5,2022-12-13 21:16:31.320605,2022-12-14 00:21:55.213225
fm57-05,ThreatManager-run,1,2022-12-14 00:21:54.506982,2022-12-14 00:21:54.506982,1,2022-12-14 00:21:55.756355,2022-12-14 00:21:55.756355
fm57-11,ShipdataCalculator-run,4,2022-12-13 20:43:09.152811,2022-12-14 00:21:57.699477,3,2022-12-14 00:14:07.298995,2022-12-14 00:21:57.775906
fm57-05,NavigationAid-run,1,2022-12-14 00:21:56.865014,2022-12-14 00:21:56.865014,1,2022-12-14 00:21:58.108408,2022-12-14 00:21:58.108408
fm57-07,Logger-run,8,2022-12-13 20:43:08.764457,2022-12-14 00:21:58.334244,7,2022-12-13 23:35:52.064543,2022-12-14 00:21:58.343622
fm57-04,Esm-control-run,4,2022-12-13 20:43:08.455157,2022-12-14 00:21:59.164587,3,2022-12-14 00:13:56.441953,2022-12-14 00:21:59.304871
fm57-07,NavigationAid-persistent-run,4,2022-12-13 20:43:08.768662,2022-12-14 00:21:59.435595,3,2022-12-14 00:14:00.473788,2022-12-14 00:21:59.444861
fm57-07,Rms-controller-run,4,2022-12-13 20:43:08.770824,2022-12-14 00:22:00.487609,3,2022-12-14 00:14:00.475207,2022-12-14 00:22:00.489126
fm57-04,Tracker-run,5,2022-12-13 20:43:08.499706,2022-12-14 00:22:00.692920,4,2022-12-14 00:13:59.188035,2022-12-14 00:22:00.811285
fm57-08,Kronos3dReceiver-run,4,2022-12-13 20:43:12.500495,2022-12-14 00:22:00.900759,3,2022-12-14 00:14:08.311661,2022-12-14 00:22:01.006262
fm57-10,NavigationAid-run,3,2022-12-13 20:43:10.519670,2022-12-14 00:22:01.835844,2,2022-12-14 00:14:07.677457,2022-12-14 00:22:01.963210
fm57-10,GuiWarnings-run,3,2022-12-13 20:43:10.581017,2022-12-14 00:22:03.206575,2,2022-12-14 00:14:07.454663,2022-12-14 00:22:03.357476
fm57-06,ShipdataSitep-run,4,2022-12-13 20:43:08.447527,2022-12-14 00:22:03.796071,3,2022-12-14 00:14:00.140240,2022-12-14 00:22:03.837682
fm57-10,ThreatManager-run,3,2022-12-13 20:43:10.645117,2022-12-14 00:22:04.607677,2,2022-12-14 00:14:07.752711,2022-12-14 00:22:04.758636
fm57-c08a,GuiDisplaySec-run,3,2022-12-14 00:21:56.008065,2022-12-14 00:22:04.761459,2,2022-12-14 00:21:58.202956,2022-12-14 00:22:04.808784
fm57-05,Kinematics-remote-run,4,2022-12-13 20:43:10.054865,2022-12-14 00:22:04.904731,3,2022-12-14 00:14:01.294135,2022-12-14 00:22:04.954817
fm57-06,ShipdataGps-run,4,2022-12-13 20:43:08.449548,2022-12-14 00:22:04.957913,3,2022-12-14 00:14:00.137798,2022-12-14 00:22:04.959177
fm57-10,Vigilance-run,3,2022-12-13 20:43:10.703773,2022-12-14 00:22:06.038229,2,2022-12-14 00:14:07.526917,2022-12-14 00:22:06.110147
fm57-05,HistoricalRecord-run,4,2022-12-13 20:43:10.179394,2022-12-14 00:22:06.071904,3,2022-12-14 00:14:01.312566,2022-12-14 00:22:06.216451
fm57-t01,GuiDisplay-run,6,2022-12-13 20:43:11.812856,2022-12-14 00:22:05.885973,5,2022-12-14 00:14:49.033899,2022-12-14 00:22:06.964380
fm57-05,NavigationAid-garbage-run,4,2022-12-13 20:43:10.201725,2022-12-14 00:22:07.338848,3,2022-12-14 00:14:01.332391,2022-12-14 00:22:07.357990
fm57-c08a,GuiDisplay-run,4,2022-12-14 00:21:54.906102,2022-12-14 00:22:07.148022,3,2022-12-14 00:21:56.018800,2022-12-14 00:22:08.290120
fm57-c09a,GuiDisplaySec-run,9,2022-12-13 21:16:55.205505,2022-12-14 00:22:09.157298,8,2022-12-13 21:16:56.318003,2022-12-14 00:22:10.279533
fm57-01,Radar-osiris-run,7,2022-12-14 00:21:49.792348,2022-12-14 00:22:08.902172,7,2022-12-14 00:21:51.306335,2022-12-14 00:22:10.528367
fm57-c09a,GuiDisplay-run,9,2022-12-13 21:16:54.099665,2022-12-14 00:22:10.269416,8,2022-12-13 21:16:55.213928,2022-12-14 00:22:11.360528
fm57-c07b,Rms-node-run,1,2022-12-14 00:22:37.201446,2022-12-14 00:22:37.201446,1,2022-12-14 00:22:38.293864,2022-12-14 00:22:38.293864
